Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL2180122,,0,508.42,2,5.18,Z41,CC(C)OC1=C(C(=O)c2ccccc2)C(c2ccc(Br)cc2)N(CCCn2ccnc2)C1=O,Ki,'=',260,nM,6.58,,,UO_0000065,12.95,0.27,1.41,10.22,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL379173,,0,577.53,1,4.33,"1, MI-63",CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,Ki,'=',1.7,nM,8.77,,,UO_0000065,15.18,0.31,4.44,10.6,FALSE,CHEMBL1039715,Inhibition of his-tagged human recombinant MDM2 binding to p53-based peptide PMDM6-F by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1154717,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL3260846,,0,501.97,2,2.81,KK271,CC(C)C[C@H](NC(C(=O)NCc1ccccc1)c1c(C(=O)NO)[nH]c2cc(Cl)ccc12)C(=O)NO,Ki,'=',1200,nM,5.92,,,UO_0000065,11.8,0.23,3.11,3.81,FALSE,CHEMBL3267618,Displacement of fluorescent P4 peptide from recombinant human MDM2 (18 to 125) expressed in Escherichia coli BL21(DE3) RIL expression system after 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3259607,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3265104,,0,379.82,1,5.65,2h,COc1ccc(/C=C2/C(=O)Nc3ccc(F)cc32)c(-c2ccc(Cl)cc2)c1,Ki,'=',100,nM,7,,,UO_0000065,18.43,0.35,1.35,18.26,FALSE,CHEMBL3271858,Binding affinity to MDM2 (1 to 118) (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3259813,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL191334,NUTLIN-3,0,581.5,2,5.89,Nutlin-3a,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,Ki,'=',110,nM,6.96,,,UO_0000065,11.97,0.24,1.07,8.34,FALSE,CHEMBL3271858,Binding affinity to MDM2 (1 to 118) (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3259813,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL4171605,,0,728.76,2,10.12,11c,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCCCC(=O)Nc1ccccc1N,Ki,'=',620,nM,6.21,,,UO_0000065,8.52,0.17,-3.91,5.69,FALSE,CHEMBL4156755,Inhibition of MDM2 (unknown origin) preincubated for 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4152341,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4163726,,0,714.74,2,9.73,11b,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCCC(=O)Nc1ccccc1N,Ki,'=',1430,nM,5.84,,,UO_0000065,8.18,0.16,-3.89,5.36,FALSE,CHEMBL4156755,Inhibition of MDM2 (unknown origin) preincubated for 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4152341,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3265101,,0,370.38,0,4.87,2f,COc1ccc(/C=C2/C(=O)Nc3cc(F)ccc32)c(-c2ccc(C#N)cc2)c1,Ki,'=',140,nM,6.85,,,UO_0000065,18.5,0.33,1.98,11.03,FALSE,CHEMBL3271858,Binding affinity to MDM2 (1 to 118) (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3259813,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL2089210,,0,564.29,2,6.61,8p,COC(=O)C(c1ccc(Cl)cc1)N1C(=O)c2ccc(Br)cc2NC(=S)C1c1ccc(Cl)cc1,Ki,'=',3980,nM,5.4,,,UO_0000065,9.57,0.22,-1.21,9.21,FALSE,CHEMBL2091389,Inhibition of MDM2 binding domain assessed as inhibition of p53 binding to MDM2 after 1 hr by fluorescence polarization assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL2086350,1,Scientific Literature,Eur. J. Med. Chem.,2012,None,
CHEMBL3290670,,0,630.5,2,8.29,7a,CC(C)OC1=C(C(=O)c2ccccc2)C(c2ccc(Br)cc2)N(Cc2ccc(C(F)(F)F)cc2OC(C)(C)C)C1=O,Ki,'=',1370,nM,5.86,,,UO_0000065,9.3,0.2,-2.43,10.5,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3290676,,0,691.59,2,9.22,8a,C[C@@H](NC1=C(C(=O)c2ccccc2)C(c2ccc(Br)cc2)N(Cc2ccc(C(F)(F)F)cc2OC(C)(C)C)C1=O)c1ccccc1,Ki,'=',8180,nM,5.09,,,UO_0000065,7.36,0.15,-4.13,8.68,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL379505,,0,559.54,1,4.19,4,CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)ccc12,Ki,'=',13,nM,7.89,,,UO_0000065,14.09,0.28,3.7,9.54,FALSE,CHEMBL866340,Displacement of PMDM6-F from human recombinant MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148527,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL210778,,0,340.43,1,5.45,"4,NSC-66811",Cc1ccc2ccc(C(Nc3ccccc3)c3ccccc3)c(O)c2n1,Ki,'=',120,nM,6.92,,,UO_0000065,20.33,0.36,1.47,15.33,FALSE,CHEMBL866828,Binding affinity to MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1138059,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL2398476,,0,548.49,1,4.91,6,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,Ki,'=',0.62,nM,9.21,,,UO_0000065,16.79,0.34,4.3,10.18,FALSE,CHEMBL2401074,Binding affinity to recombinant human His-tagged MDM2 (1 to 118 amino acids) using p53-based PMDM6-F as probe after 15 mins by competition assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL2396650,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL3260849,,0,582.48,2,6.37,1,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(Cl)cc2)cc1,Ki,'=',600,nM,6.22,,,UO_0000065,10.68,0.21,-0.15,5.57,TRUE,CHEMBL4262318,Inhibition of fluorescent p53-derived p4 peptide binding to recombinant human MDM2 expressed in Escherichia coli BL21(DE3) after 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4261503,1,Scientific Literature,MedChemComm,2017,None,
CHEMBL4566706,,0,476.36,0,4.79,39,CC(C)(C)NC(=O)[C@H](c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(Cl)cc1,Ki,'=',400,nM,6.4,,,UO_0000065,13.43,0.27,1.61,6.24,FALSE,CHEMBL4352998,Inhibition of p53 protein binding to MDM2 (unknown origin) by western blot analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4350977,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4085388,,0,544.41,2,6.18,22,CN1[C@@H](c2nc(C(=O)O)co2)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2,Ki,'=',2.7,nM,8.57,,,UO_0000065,15.74,0.32,2.39,8.96,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4074176,,0,649.98,2,7.1,2.25,O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NCC1CCCCC1)c1nnnn1-c1ccc(OCc2ccc(Br)cc2)cc1,Ki,'=',680,nM,6.17,,,UO_0000065,9.49,0.2,-0.93,5.23,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4069484,,0,543.03,2,5.7,2.16,O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NC1CCCC1)c1nnnn1-c1cccc(OCc2ccccc2)c1,Ki,'=',1060,nM,5.97,,,UO_0000065,11,0.21,0.27,5.07,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4091422,,0,541.83,2,5.74,2.1,O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NCc1ccc(Cl)cc1)c1nnnn1Cc1ccc(Cl)cc1,Ki,'=',170,nM,6.77,,,UO_0000065,12.49,0.26,1.03,6.23,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL378100,,0,474.43,0,4.83,1,CN(C)C(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1,Ki,'=',86,nM,7.07,,,UO_0000065,14.89,0.3,2.24,11.5,TRUE,CHEMBL866340,Displacement of PMDM6-F from human recombinant MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148527,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL3800181,,0,575.67,2,7.98,6b,CCOc1ccc(-c2c(NC(=O)c3ccc(C(C)(C)C)cc3)c(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1,Ki,'=',689,nM,6.16,,,UO_0000065,10.7,0.2,-1.82,6,FALSE,CHEMBL3801199,Displacement of FAM-p53TAD peptide from N-terminal 8x His-tagged human MDM2 (25 to 108 residues) expressed in Escherichia coli BL21 (DE3) after 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3797039,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3259830,,0,476.36,0,4.79,YH239,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(Cl)cc1,Ki,'=',400,nM,6.4,,,UO_0000065,13.43,0.27,1.61,6.24,TRUE,CHEMBL3267619,Displacement of fluorescent P4 peptide from MDM2 (unknown origin) by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3259607,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3800356,,0,336.39,0,4.27,5d,CC(C)COc1ccc(-c2cc(C(=O)O)nn2-c2ccccc2)cc1,Ki,'=',7420,nM,5.13,,,UO_0000065,15.25,0.28,0.86,7.97,FALSE,CHEMBL3801199,Displacement of FAM-p53TAD peptide from N-terminal 8x His-tagged human MDM2 (25 to 108 residues) expressed in Escherichia coli BL21 (DE3) after 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3797039,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3290678,,0,663.53,2,8.44,8c,CCOc1cc(C(F)(F)F)ccc1CN1C(=O)C(N[C@H](C)c2ccccc2)=C(C(=O)c2ccccc2)C1c1ccc(Br)cc1,Ki,'=',3020,nM,5.52,,,UO_0000065,8.32,0.17,-2.92,9.41,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3355424,,0,522.4,1,2.86,25D,O=C(NCC[C@H](O)CO)[C@@H]1NC2(CCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',67,nM,7.17,,,UO_0000065,13.73,0.28,4.31,6.48,FALSE,CHEMBL3380268,Binding affinity to human His-tagged MDM2 (1 to 118 residues) using FAM tagged p53-based peptide by fluorescence prolarization based protein binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351696,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL191334,NUTLIN-3,0,581.5,2,5.89,Nutlin-3a,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,Ki,'=',90,nM,7.05,,,UO_0000065,12.12,0.24,1.16,8.44,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3290671,,0,602.45,2,7.51,7c,CCOc1cc(C(F)(F)F)ccc1CN1C(=O)C(OC(C)C)=C(C(=O)c2ccccc2)C1c1ccc(Br)cc1,Ki,'=',720,nM,6.14,,,UO_0000065,10.2,0.22,-1.37,11,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3355415,,0,546.47,1,4.81,16D,O=C(N[C@H]1CC[C@H](O)CC1)[C@@H]1NC2(CCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',3.7,nM,8.43,,,UO_0000065,15.43,0.31,3.62,9.32,FALSE,CHEMBL3380268,Binding affinity to human His-tagged MDM2 (1 to 118 residues) using FAM tagged p53-based peptide by fluorescence prolarization based protein binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351696,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3355414,,0,532.44,1,4.42,15D,O=C(N[C@H]1CC[C@H](O)CC1)[C@@H]1NC2(CCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',19,nM,7.72,,,UO_0000065,14.5,0.29,3.3,8.54,TRUE,CHEMBL3380268,Binding affinity to human His-tagged MDM2 (1 to 118 residues) using FAM tagged p53-based peptide by fluorescence prolarization based protein binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351696,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3355420,,0,547.46,1,3.45,22D,O=C(NCCN1CCOCC1)[C@@H]1NC2(CCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',80,nM,7.1,,,UO_0000065,12.96,0.26,3.65,8.58,FALSE,CHEMBL3380268,Binding affinity to human His-tagged MDM2 (1 to 118 residues) using FAM tagged p53-based peptide by fluorescence prolarization based protein binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351696,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL2381408,SAR-405838,1,562.51,2,5.3,"11, SAR299155",CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,Ki,'=',10,nM,8,,,UO_0000065,14.22,0.29,2.7,8.84,FALSE,CHEMBL2383514,Binding affinity to human MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL2380265,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL572933,,0,552.47,1,3.74,"8, MI-219",CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,Ki,'=',23.5,nM,7.63,,,UO_0000065,13.81,0.28,3.89,6.89,FALSE,CHEMBL3413423,Binding affinity to MDM2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3407475,1,Scientific Literature,J. Med. Chem.,2015,None,
CHEMBL1688303,,0,478.93,0,4.89,42,O=C1c2ccccc2[C@](OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,Ki,'=',170,nM,6.77,,,UO_0000065,14.13,0.27,1.88,7.29,FALSE,CHEMBL4352998,Inhibition of p53 protein binding to MDM2 (unknown origin) by western blot analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4350977,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL3290675,,0,491.39,1,5.49,7g,CC(C)OC1=C(C(=O)c2ccccc2)C(c2ccc(Br)cc2)N(Cc2cccnc2)C1=O,Ki,'=',320,nM,6.5,,,UO_0000065,13.22,0.28,1,10.92,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3290682,,0,552.47,2,6.42,8g,C[C@@H](NC1=C(C(=O)c2ccccc2)C(c2ccc(Br)cc2)N(Cc2cccnc2)C1=O)c1ccccc1,Ki,'=',90,nM,7.05,,,UO_0000065,12.75,0.26,0.63,11.31,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3355416,,0,560.5,2,5.2,17D,O=C(N[C@H]1CC[C@H](O)CC1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',2.9,nM,8.54,,,UO_0000065,15.23,0.31,3.34,9.44,FALSE,CHEMBL3380268,Binding affinity to human His-tagged MDM2 (1 to 118 residues) using FAM tagged p53-based peptide by fluorescence prolarization based protein binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351696,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3355423,,0,522.4,1,2.86,25C,O=C(NCC[C@H](O)CO)[C@@H]1NC2(CCC2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',1238,nM,5.91,,,UO_0000065,11.31,0.23,3.05,5.34,FALSE,CHEMBL3380268,Binding affinity to human His-tagged MDM2 (1 to 118 residues) using FAM tagged p53-based peptide by fluorescence prolarization based protein binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351696,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL4591576,,0,625.95,2,6.51,"8; Table S3, R22C1",CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(NCc2ccc(Br)cc2)cc1,Ki,'=',1910,nM,5.72,,,UO_0000065,9.14,0.2,-0.79,4.99,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL3934215,,0,610.15,2,6.79,BDBM192155,CCOC(=O)c1c(C(C(=O)NC2CCCCC2)N(Cc2ccccc2)C(C)=O)c2ccc(Cl)cc2n1C(=O)OC(C)(C)C,Ki,'=',0.25,nM,9.6,,344110,UO_0000065,15.74,0.3,2.81,8.98,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
